Date,Close
2021-01-01T00:00:00.000000Z,998.9998844547938
2021-01-02 00:00:00+00:00,1097.2823992629612
2021-01-03 00:00:00+00:00,1259.1650292121697
2021-01-04 00:00:00+00:00,1190.5519432386377
2021-01-05 00:00:00+00:00,1222.148255135826
2021-01-06 00:00:00+00:00,1308.8115964766907
2021-01-07 00:00:00+00:00,1383.2805768042774
2021-01-08 00:00:00+00:00,1394.8173224882312
2021-01-09 00:00:00+00:00,1373.5479221851997
2021-01-10 00:00:00+00:00,1349.0832027743809
2021-01-11 00:00:00+00:00,1270.371520893562
2021-01-12 00:00:00+00:00,1188.587481242378
2021-01-13 00:00:00+00:00,1243.1878103296724
2021-01-14 00:00:00+00:00,1322.2535529098382
2021-01-15 00:00:00+00:00,1302.2270311935886
2021-01-16 00:00:00+00:00,1262.4544743466713
2021-01-17 00:00:00+00:00,1278.2234023082087
2021-01-18 00:00:00+00:00,1321.765193544899
2021-01-19 00:00:00+00:00,1331.4161170463085
2021-01-20 00:00:00+00:00,1305.7895895954816
2021-01-21 00:00:00+00:00,1305.459487753331
2021-01-22 00:00:00+00:00,1144.0874621933635
2021-01-23 00:00:00+00:00,1264.457076870226
2021-01-24 00:00:00+00:00,1342.3649315392315
2021-01-25 00:00:00+00:00,1382.9242316659438
2021-01-26 00:00:00+00:00,1400.2841166761586
2021-01-27 00:00:00+00:00,1417.950418473546
2021-01-28 00:00:00+00:00,1261.703699486597
2021-01-29 00:00:00+00:00,1867.7942607010837
2021-01-30 00:00:00+00:00,1912.2547568103107
2021-01-31 00:00:00+00:00,1953.3788349676627
2021-02-01 00:00:00+00:00,1929.0036197034378
2021-02-02 00:00:00+00:00,2014.9660931637281
2021-02-03 00:00:00+00:00,2054.0338937223632
2021-02-04 00:00:00+00:00,2200.694240808455
2021-02-05 00:00:00+00:00,2289.4022660966402
2021-02-06 00:00:00+00:00,2568.462422201241
2021-02-07 00:00:00+00:00,2409.413743988244
2021-02-08 00:00:00+00:00,2387.4695541272313
2021-02-09 00:00:00+00:00,2582.6903292488228
2021-02-10 00:00:00+00:00,2833.963836189461
2021-02-11 00:00:00+00:00,3058.3102684092364
2021-02-12 00:00:00+00:00,3331.79599662726
2021-02-13 00:00:00+00:00,3557.952554511501
2021-02-14 00:00:00+00:00,3561.057611583885
2021-02-15 00:00:00+00:00,3584.0190190229428
2021-02-16 00:00:00+00:00,3421.1048564153775
2021-02-17 00:00:00+00:00,3446.6688241125544
2021-02-18 00:00:00+00:00,3879.8699325180787
2021-02-19 00:00:00+00:00,4369.318305141856
2021-02-20 00:00:00+00:00,5950.389225499005
2021-02-21 00:00:00+00:00,5046.139405266583
2021-02-22 00:00:00+00:00,5282.91839784035
2021-02-23 00:00:00+00:00,4909.910544887739
2021-02-24 00:00:00+00:00,4367.4326433975
2021-02-25 00:00:00+00:00,4587.559446230516
2021-02-26 00:00:00+00:00,4241.361116206169
2021-02-27 00:00:00+00:00,4122.8282794138195
2021-02-28 00:00:00+00:00,4196.55318185043
2021-03-01 00:00:00+00:00,4022.016060563058
2021-03-02 00:00:00+00:00,4540.430517731578
2021-03-03 00:00:00+00:00,4702.433030248854
2021-03-04 00:00:00+00:00,5372.843777697314
2021-03-05 00:00:00+00:00,5744.656401966701
2021-03-06 00:00:00+00:00,5480.422161597785
2021-03-07 00:00:00+00:00,5505.457448173127
2021-03-08 00:00:00+00:00,6042.738690021874
2021-03-09 00:00:00+00:00,7027.1662204197555
2021-03-10 00:00:00+00:00,7697.929732812528
2021-03-11 00:00:00+00:00,7870.097558942705
2021-03-12 00:00:00+00:00,8660.534406895302
2021-03-13 00:00:00+00:00,9839.836914560663
2021-03-14 00:00:00+00:00,9830.784153906923
2021-03-15 00:00:00+00:00,10438.27405645405
2021-03-16 00:00:00+00:00,10179.789566065658
2021-03-17 00:00:00+00:00,9847.162017871477
2021-03-18 00:00:00+00:00,10519.714766993206
2021-03-19 00:00:00+00:00,10942.564977589436
2021-03-20 00:00:00+00:00,10634.4522661663
2021-03-21 00:00:00+00:00,10136.140111216626
2021-03-22 00:00:00+00:00,11182.602779279674
2021-03-23 00:00:00+00:00,10996.58042584417
2021-03-24 00:00:00+00:00,12438.817761724042
2021-03-25 00:00:00+00:00,11336.887672482982
2021-03-26 00:00:00+00:00,12562.96165170694
