Date,Close
2020-12-01T00:00:00.000000Z,999.0000000000002
2020-12-02 00:00:00+00:00,982.705368554266
2020-12-03 00:00:00+00:00,1002.3303225031142
2020-12-04 00:00:00+00:00,1002.0999149225564
2020-12-05 00:00:00+00:00,957.92082918088
2020-12-06 00:00:00+00:00,1008.5610531706304
2020-12-07 00:00:00+00:00,1002.4914454497805
2020-12-08 00:00:00+00:00,979.9963799750319
2020-12-09 00:00:00+00:00,932.7361871040146
2020-12-10 00:00:00+00:00,957.7460658478722
2020-12-11 00:00:00+00:00,927.9195598242127
2020-12-12 00:00:00+00:00,938.6282365418642
2020-12-13 00:00:00+00:00,960.5153561462655
2020-12-14 00:00:00+00:00,988.4360420412779
2020-12-15 00:00:00+00:00,985.4816765741263
2020-12-16 00:00:00+00:00,1034.7616638605039
2020-12-17 00:00:00+00:00,1103.411740308556
2020-12-18 00:00:00+00:00,1107.526911398406
2020-12-19 00:00:00+00:00,1143.5496308292022
2020-12-20 00:00:00+00:00,1144.4552996007685
2020-12-21 00:00:00+00:00,1130.7360179952325
2020-12-22 00:00:00+00:00,1111.6318943662438
2020-12-23 00:00:00+00:00,1134.5187011982111
2020-12-24 00:00:00+00:00,1052.4636260957398
2020-12-25 00:00:00+00:00,1138.9070201800296
2020-12-26 00:00:00+00:00,1166.850527912822
2020-12-27 00:00:00+00:00,1192.9818593178622
2020-12-28 00:00:00+00:00,1215.7243282569464
2020-12-29 00:00:00+00:00,1256.4973101744588
2020-12-30 00:00:00+00:00,1283.9272051312548
2020-12-31 00:00:00+00:00,1288.117797513626
2021-01-01 00:00:00+00:00,1301.7677476522401
2021-01-02 00:00:00+00:00,1394.796704916706
2021-01-03 00:00:00+00:00,1484.9046301188757
2021-01-04 00:00:00+00:00,1581.696534814768
2021-01-05 00:00:00+00:00,1619.0338142755518
2021-01-06 00:00:00+00:00,1730.2853431923725
2021-01-07 00:00:00+00:00,1870.7866157032188
2021-01-08 00:00:00+00:00,1888.1635358261942
2021-01-09 00:00:00+00:00,1886.7491931554478
2021-01-10 00:00:00+00:00,1929.5811031689723
2021-01-11 00:00:00+00:00,1848.2748352130518
2021-01-12 00:00:00+00:00,1634.698871641692
2021-01-13 00:00:00+00:00,1709.1811354145757
2021-01-14 00:00:00+00:00,1851.540514195494
