Date,Close
2020-12-01T00:00:00.000000Z,1000
2020-12-02T00:00:00.000000Z,932.46
2020-12-03T00:00:00.000000Z,966.39
2020-12-04T00:00:00.000000Z,975.48
2020-12-05T00:00:00.000000Z,889.29
2020-12-06T00:00:00.000000Z,937.01
2020-12-07T00:00:00.000000Z,952.16
2020-12-08T00:00:00.000000Z,938.56
2020-12-09T00:00:00.000000Z,872.03
2020-12-10T00:00:00.000000Z,898.22
2020-12-11T00:00:00.000000Z,873.83
2020-12-12T00:00:00.000000Z,848.43
2020-12-13T00:00:00.000000Z,855.53
2020-12-14T00:00:00.000000Z,885.36
2020-12-15T00:00:00.000000Z,879.42
2020-12-16T00:00:00.000000Z,864.76
2020-12-17T00:00:00.000000Z,959.04
2020-12-18T00:00:00.000000Z,964.45
2020-12-19T00:00:00.000000Z,981.27
2020-12-20T00:00:00.000000Z,987.95
2020-12-21T00:00:00.000000Z,972.77
2020-12-22T00:00:00.000000Z,907.76
2020-12-23T00:00:00.000000Z,898.12
2020-12-24T00:00:00.000000Z,721.66
2020-12-25T00:00:00.000000Z,816.9
2020-12-26T00:00:00.000000Z,826.22
2020-12-27T00:00:00.000000Z,818.42
2020-12-28T00:00:00.000000Z,815.36
2020-12-29T00:00:00.000000Z,843.23
2020-12-30T00:00:00.000000Z,833.26
2020-12-31T00:00:00.000000Z,816.91
2021-01-01T00:00:00.000000Z,838.73
2021-01-02T00:00:00.000000Z,836.12
2021-01-03T00:00:00.000000Z,851.78
2021-01-04T00:00:00.000000Z,933.45
2021-01-05T00:00:00.000000Z,942.55
2021-01-06T00:00:00.000000Z,977.37
2021-01-07T00:00:00.000000Z,1103.24
2021-01-08T00:00:00.000000Z,1107.99
2021-01-09T00:00:00.000000Z,1087.3
2021-01-10T00:00:00.000000Z,1175.64
2021-01-11T00:00:00.000000Z,1154.66
2021-01-12T00:00:00.000000Z,1017.48
2021-01-13T00:00:00.000000Z,1019.66
2021-01-14T00:00:00.000000Z,1127.33
2021-01-15T00:00:00.000000Z,1181.39
2021-01-16T00:00:00.000000Z,1148.58
2021-01-17T00:00:00.000000Z,1231.19
2021-01-18T00:00:00.000000Z,1253.99
2021-01-19T00:00:00.000000Z,1274.15
2021-01-20T00:00:00.000000Z,1248.17
2021-01-21T00:00:00.000000Z,1274.32
2021-01-22T00:00:00.000000Z,1100.48
2021-01-23T00:00:00.000000Z,1188.15
2021-01-24T00:00:00.000000Z,1227.11
2021-01-25T00:00:00.000000Z,1248.78
2021-01-26T00:00:00.000000Z,1207.19
2021-01-27T00:00:00.000000Z,1220.83
2021-01-28T00:00:00.000000Z,1126.61
2021-01-29T00:00:00.000000Z,1217.59
2021-01-30T00:00:00.000000Z,1237.16
2021-01-31T00:00:00.000000Z,1350.83
2021-02-01T00:00:00.000000Z,1336.97
2021-02-02T00:00:00.000000Z,1350.83
2021-02-03T00:00:00.000000Z,1378.03
2021-02-04T00:00:00.000000Z,1486.98
2021-02-05T00:00:00.000000Z,1514.97
2021-02-06T00:00:00.000000Z,1650.78
2021-02-07T00:00:00.000000Z,1666.81
2021-02-08T00:00:00.000000Z,1680.33
2021-02-09T00:00:00.000000Z,1817.9
2021-02-10T00:00:00.000000Z,1937.62
2021-02-11T00:00:00.000000Z,2096.46
2021-02-12T00:00:00.000000Z,2179.97
2021-02-13T00:00:00.000000Z,2351.04
2021-02-14T00:00:00.000000Z,2435.07
2021-02-15T00:00:00.000000Z,2325.19
2021-02-16T00:00:00.000000Z,2294.35
2021-02-17T00:00:00.000000Z,2297.09
2021-02-18T00:00:00.000000Z,2429.69
2021-02-19T00:00:00.000000Z,2486.95
2021-02-20T00:00:00.000000Z,2787.32
2021-02-21T00:00:00.000000Z,2717.42
2021-02-22T00:00:00.000000Z,2826.15
2021-02-23T00:00:00.000000Z,2696.22
2021-02-24T00:00:00.000000Z,2346.97
2021-02-25T00:00:00.000000Z,2444.31
2021-02-26T00:00:00.000000Z,2299.03
2021-02-27T00:00:00.000000Z,2325.39
2021-02-28T00:00:00.000000Z,2408.39
2021-03-01T00:00:00.000000Z,2339.75
2021-03-02T00:00:00.000000Z,2540.96
2021-03-03T00:00:00.000000Z,2506.76
2021-03-04T00:00:00.000000Z,2564.44
2021-03-05T00:00:00.000000Z,2482.68
2021-03-06T00:00:00.000000Z,2452.98
2021-03-07T00:00:00.000000Z,2462.95
2021-03-08T00:00:00.000000Z,2554.05
2021-03-09T00:00:00.000000Z,2607.62
2021-03-10T00:00:00.000000Z,2801.9
2021-03-11T00:00:00.000000Z,2692.08
